minfd,minfddesc,majfd,majfddesc,Coded unit,fdgp,fd gp description
21801,PEARS  FRESH,218,PEARS FRESH,oz,218231.0,"FRESH FRUIT, NOT APPLES & CITRUS"
22101,STONE  FRUIT  FRESH,221,STONE FRUIT FRESH,oz,210231.0,FRESH FRUIT
22101,STONE  FRUIT  FRESH,221,STONE FRUIT FRESH,oz,210248.0,ALL FRUIT
22101,STONE  FRUIT  FRESH,221,STONE FRUIT FRESH,oz,218231.0,"FRESH FRUIT, NOT APPLES & CITRUS"
22201,GRAPES  FRESH,222,GRAPES FRESH,oz,210231.0,FRESH FRUIT
22201,GRAPES  FRESH,222,GRAPES FRESH,oz,210248.0,ALL FRUIT
22201,GRAPES  FRESH,222,GRAPES FRESH,oz,218231.0,"FRESH FRUIT, NOT APPLES & CITRUS"
22201,GRAPES  FRESH,222,GRAPES FRESH,oz,222227.0,SOFT FRUIT
22701,SOFT FRUIT FRESH OTHER THAN GRAPES,227,"SOFT FRUIT FRESH, OTHER THAN GRAPES",oz,210231.0,FRESH FRUIT
22701,SOFT FRUIT FRESH OTHER THAN GRAPES,227,"SOFT FRUIT FRESH, OTHER THAN GRAPES",oz,210248.0,ALL FRUIT
22701,SOFT FRUIT FRESH OTHER THAN GRAPES,227,"SOFT FRUIT FRESH, OTHER THAN GRAPES",oz,218231.0,"FRESH FRUIT, NOT APPLES & CITRUS"
22701,SOFT FRUIT FRESH OTHER THAN GRAPES,227,"SOFT FRUIT FRESH, OTHER THAN GRAPES",oz,222227.0,SOFT FRUIT
22801,BANANAS  FRESH,228,BANANAS FRESH,oz,210231.0,FRESH FRUIT
22801,BANANAS  FRESH,228,BANANAS FRESH,oz,210248.0,ALL FRUIT
22801,BANANAS  FRESH,228,BANANAS FRESH,oz,218231.0,"FRESH FRUIT, NOT APPLES & CITRUS"
22901,RHUBARB  FRESH,229,RHUBARB FRESH,oz,210231.0,FRESH FRUIT
22901,RHUBARB  FRESH,229,RHUBARB FRESH,oz,210248.0,ALL FRUIT
22901,RHUBARB  FRESH,229,RHUBARB FRESH,oz,218231.0,"FRESH FRUIT, NOT APPLES & CITRUS"
23101,OTHER  FRESH  FRUIT,231,OTHER FRESH FRUIT,oz,210231.0,FRESH FRUIT
23101,OTHER  FRESH  FRUIT,231,OTHER FRESH FRUIT,oz,210248.0,ALL FRUIT
23101,OTHER  FRESH  FRUIT,231,OTHER FRESH FRUIT,oz,218231.0,"FRESH FRUIT, NOT APPLES & CITRUS"
23301,CANNED PEACHES PEARS & PINEAPPLES,233,CANNED PEACHES PEARS AND PINEAPPLES,oz,210248.0,ALL FRUIT
23301,CANNED PEACHES PEARS & PINEAPPLES,233,CANNED PEACHES PEARS AND PINEAPPLES,oz,233236.0,CANNED FRUIT
23301,CANNED PEACHES PEARS & PINEAPPLES,233,CANNED PEACHES PEARS AND PINEAPPLES,oz,233245.0,"OTHER FRUIT & PRODUCTS, EXC FRUIT JUICES"
23301,CANNED PEACHES PEARS & PINEAPPLES,233,CANNED PEACHES PEARS AND PINEAPPLES,oz,233248.0,FRUIT & FRUIT PRODS. NOT FRESH
23601,OTHER  CANNED  OR  BOTTLED  FRUIT,236,OTHER CANNED OR BOTTLED FRUIT,oz,210248.0,ALL FRUIT
23601,OTHER  CANNED  OR  BOTTLED  FRUIT,236,OTHER CANNED OR BOTTLED FRUIT,oz,233236.0,CANNED FRUIT
23601,OTHER  CANNED  OR  BOTTLED  FRUIT,236,OTHER CANNED OR BOTTLED FRUIT,oz,233245.0,"OTHER FRUIT & PRODUCTS, EXC FRUIT JUICES"
23601,OTHER  CANNED  OR  BOTTLED  FRUIT,236,OTHER CANNED OR BOTTLED FRUIT,oz,233248.0,FRUIT & FRUIT PRODS. NOT FRESH
24001,DRIED  FRUIT  &  DRIED  FRUIT  PRODS,240,DRIED FRUIT AND DRIED FRUIT PRODS,oz,210248.0,ALL FRUIT
24001,DRIED  FRUIT  &  DRIED  FRUIT  PRODS,240,DRIED FRUIT AND DRIED FRUIT PRODS,oz,233245.0,"OTHER FRUIT & PRODUCTS, EXC FRUIT JUICES"
24001,DRIED  FRUIT  &  DRIED  FRUIT  PRODS,240,DRIED FRUIT AND DRIED FRUIT PRODS,oz,233248.0,FRUIT & FRUIT PRODS. NOT FRESH
24001,DRIED  FRUIT  &  DRIED  FRUIT  PRODS,240,DRIED FRUIT AND DRIED FRUIT PRODS,oz,240245.0,OTHER FRUIT PRODUCTS AND NUTS
24101,FROZEN FRUIT/FRUIT PRODS,241,FROZEN FRUIT/FRUIT PRODS,oz,210248.0,ALL FRUIT
24101,FROZEN FRUIT/FRUIT PRODS,241,FROZEN FRUIT/FRUIT PRODS,oz,233245.0,"OTHER FRUIT & PRODUCTS, EXC FRUIT JUICES"
24101,FROZEN FRUIT/FRUIT PRODS,241,FROZEN FRUIT/FRUIT PRODS,oz,233248.0,FRUIT & FRUIT PRODS. NOT FRESH
24101,FROZEN FRUIT/FRUIT PRODS,241,FROZEN FRUIT/FRUIT PRODS,oz,240245.0,OTHER FRUIT PRODUCTS AND NUTS
24501,NUTS  &  NUT  PRODUCTS,245,NUTS AND NUT PRODUCTS,oz,210248.0,ALL FRUIT
24501,NUTS  &  NUT  PRODUCTS,245,NUTS AND NUT PRODUCTS,oz,233245.0,"OTHER FRUIT & PRODUCTS, EXC FRUIT JUICES"
24501,NUTS  &  NUT  PRODUCTS,245,NUTS AND NUT PRODUCTS,oz,233248.0,FRUIT & FRUIT PRODS. NOT FRESH
24501,NUTS  &  NUT  PRODUCTS,245,NUTS AND NUT PRODUCTS,oz,240245.0,OTHER FRUIT PRODUCTS AND NUTS
24801,FRUIT  JUICES,248,FRUIT JUICES,floz,210248.0,ALL FRUIT
24801,FRUIT  JUICES,248,FRUIT JUICES,floz,233248.0,FRUIT & FRUIT PRODS. NOT FRESH
25101,BREAD  WHITE  LARGE  UNSLICED,251,BREAD WHITE UNSLICED (LARGE ONLY PRE-92),oz,251252.0,"WHITE BREAD,LARGE STANDARD LOAVES,PRE 92"
25101,BREAD  WHITE  LARGE  UNSLICED,251,BREAD WHITE UNSLICED (LARGE ONLY PRE-92),oz,251254.0,WHITE BREAD STANDARD LOAVES
25101,BREAD  WHITE  LARGE  UNSLICED,251,BREAD WHITE UNSLICED (LARGE ONLY PRE-92),oz,251263.0,ALL BREAD
25101,BREAD  WHITE  LARGE  UNSLICED,251,BREAD WHITE UNSLICED (LARGE ONLY PRE-92),oz,251301.0,ALL CEREALS
25102,BREAD WHITE UNSLICED STANDARD,251,BREAD WHITE UNSLICED (LARGE ONLY PRE-92),oz,251252.0,"WHITE BREAD,LARGE STANDARD LOAVES,PRE 92"
25102,BREAD WHITE UNSLICED STANDARD,251,BREAD WHITE UNSLICED (LARGE ONLY PRE-92),oz,251254.0,WHITE BREAD STANDARD LOAVES
25102,BREAD WHITE UNSLICED STANDARD,251,BREAD WHITE UNSLICED (LARGE ONLY PRE-92),oz,251263.0,ALL BREAD
25102,BREAD WHITE UNSLICED STANDARD,251,BREAD WHITE UNSLICED (LARGE ONLY PRE-92),oz,251301.0,ALL CEREALS
25201,BREAD  WHITE  LARGE  SLICED,252,BREAD WHITE SLICED (LARGE ONLY PRE-92),oz,251252.0,"WHITE BREAD,LARGE STANDARD LOAVES,PRE 92"
25201,BREAD  WHITE  LARGE  SLICED,252,BREAD WHITE SLICED (LARGE ONLY PRE-92),oz,251254.0,WHITE BREAD STANDARD LOAVES
25201,BREAD  WHITE  LARGE  SLICED,252,BREAD WHITE SLICED (LARGE ONLY PRE-92),oz,251263.0,ALL BREAD
25201,BREAD  WHITE  LARGE  SLICED,252,BREAD WHITE SLICED (LARGE ONLY PRE-92),oz,251301.0,ALL CEREALS
25202,BREAD WHITE SLICED STANDARD,252,BREAD WHITE SLICED (LARGE ONLY PRE-92),oz,251252.0,"WHITE BREAD,LARGE STANDARD LOAVES,PRE 92"
25202,BREAD WHITE SLICED STANDARD,252,BREAD WHITE SLICED (LARGE ONLY PRE-92),oz,251254.0,WHITE BREAD STANDARD LOAVES
25202,BREAD WHITE SLICED STANDARD,252,BREAD WHITE SLICED (LARGE ONLY PRE-92),oz,251263.0,ALL BREAD
25202,BREAD WHITE SLICED STANDARD,252,BREAD WHITE SLICED (LARGE ONLY PRE-92),oz,251301.0,ALL CEREALS
25301,BREAD  WHITE  SMALL  UNSLICED,253,BREAD WHITE SMALL UNSLICED (PRE-1992),oz,251254.0,WHITE BREAD STANDARD LOAVES
25301,BREAD  WHITE  SMALL  UNSLICED,253,BREAD WHITE SMALL UNSLICED (PRE-1992),oz,251263.0,ALL BREAD
25301,BREAD  WHITE  SMALL  UNSLICED,253,BREAD WHITE SMALL UNSLICED (PRE-1992),oz,251301.0,ALL CEREALS
25401,BREAD  WHITE  SMALL  SLICED,254,BREAD WHITE SMALL SLICED (PRE-1992),oz,251254.0,WHITE BREAD STANDARD LOAVES
25401,BREAD  WHITE  SMALL  SLICED,254,BREAD WHITE SMALL SLICED (PRE-1992),oz,251263.0,ALL BREAD
25401,BREAD  WHITE  SMALL  SLICED,254,BREAD WHITE SMALL SLICED (PRE-1992),oz,251301.0,ALL CEREALS
25501,BREAD  BROWN,255,BREAD BROWN  (PRE-1992),oz,251263.0,ALL BREAD
25501,BREAD  BROWN,255,BREAD BROWN  (PRE-1992),oz,251301.0,ALL CEREALS
25501,BREAD  BROWN,255,BREAD BROWN  (PRE-1992),oz,255256.0,"BROWN WHEATMEAL & WHOLEMEAL BREAD,PRE 92"
25501,BREAD  BROWN,255,BREAD BROWN  (PRE-1992),oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
25601,BREAD  WHOLEWHEAT  &  WHOLEMEAL,256,BREAD WHOLEWHEAT & WHOLEMEAL (PRE-1992),oz,251263.0,ALL BREAD
25601,BREAD  WHOLEWHEAT  &  WHOLEMEAL,256,BREAD WHOLEWHEAT & WHOLEMEAL (PRE-1992),oz,251301.0,ALL CEREALS
25601,BREAD  WHOLEWHEAT  &  WHOLEMEAL,256,BREAD WHOLEWHEAT & WHOLEMEAL (PRE-1992),oz,255256.0,"BROWN WHEATMEAL & WHOLEMEAL BREAD,PRE 92"
25601,BREAD  WHOLEWHEAT  &  WHOLEMEAL,256,BREAD WHOLEWHEAT & WHOLEMEAL (PRE-1992),oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
25701,BREAD WHITE SLICED PREMIUM,257,BREAD WHITE SLICED PREMIUM,oz,251263.0,ALL BREAD
25701,BREAD WHITE SLICED PREMIUM,257,BREAD WHITE SLICED PREMIUM,oz,251301.0,ALL CEREALS
25701,BREAD WHITE SLICED PREMIUM,257,BREAD WHITE SLICED PREMIUM,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
25701,BREAD WHITE SLICED PREMIUM,257,BREAD WHITE SLICED PREMIUM,oz,257258.0,"PREMIUM AND SOFTGRAIN BREAD, SLICED"
25801,BREAD WHITE SLICED SOFT GRAIN,258,BREAD WHITE SLICED SOFTGRAIN,oz,251263.0,ALL BREAD
25801,BREAD WHITE SLICED SOFT GRAIN,258,BREAD WHITE SLICED SOFTGRAIN,oz,251301.0,ALL CEREALS
25801,BREAD WHITE SLICED SOFT GRAIN,258,BREAD WHITE SLICED SOFTGRAIN,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
25801,BREAD WHITE SLICED SOFT GRAIN,258,BREAD WHITE SLICED SOFTGRAIN,oz,257258.0,"PREMIUM AND SOFTGRAIN BREAD, SLICED"
25901,BREAD BROWN SLICED,259,BREAD BROWN SLICED,oz,251263.0,ALL BREAD
25901,BREAD BROWN SLICED,259,BREAD BROWN SLICED,oz,251301.0,ALL CEREALS
25901,BREAD BROWN SLICED,259,BREAD BROWN SLICED,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
25901,BREAD BROWN SLICED,259,BREAD BROWN SLICED,oz,259260.0,"BROWN AND WHOLEMEAL BREAD, SLICED"
25901,BREAD BROWN SLICED,259,BREAD BROWN SLICED,oz,259262.0,BROWN AND WHOLEMEAL BREAD
26001,BREAD WHOLEMEAL SLICED,260,BREAD WHOLEMEAL SLICED,oz,251263.0,ALL BREAD
26001,BREAD WHOLEMEAL SLICED,260,BREAD WHOLEMEAL SLICED,oz,251301.0,ALL CEREALS
26001,BREAD WHOLEMEAL SLICED,260,BREAD WHOLEMEAL SLICED,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26001,BREAD WHOLEMEAL SLICED,260,BREAD WHOLEMEAL SLICED,oz,259260.0,"BROWN AND WHOLEMEAL BREAD, SLICED"
26001,BREAD WHOLEMEAL SLICED,260,BREAD WHOLEMEAL SLICED,oz,259262.0,BROWN AND WHOLEMEAL BREAD
26101,BREAD BROWN UNSLICED,261,BREAD BROWN UNSLICED,oz,251263.0,ALL BREAD
26101,BREAD BROWN UNSLICED,261,BREAD BROWN UNSLICED,oz,251301.0,ALL CEREALS
26101,BREAD BROWN UNSLICED,261,BREAD BROWN UNSLICED,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26101,BREAD BROWN UNSLICED,261,BREAD BROWN UNSLICED,oz,259262.0,BROWN AND WHOLEMEAL BREAD
26101,BREAD BROWN UNSLICED,261,BREAD BROWN UNSLICED,oz,261262.0,"BROWN AND WHOLEMEAL BREAD, UNSLICED"
26201,BREAD WHOLEMEAL UNSLICED,262,BREAD WHOLEMEAL UNSLICED,oz,251263.0,ALL BREAD
26201,BREAD WHOLEMEAL UNSLICED,262,BREAD WHOLEMEAL UNSLICED,oz,251301.0,ALL CEREALS
26201,BREAD WHOLEMEAL UNSLICED,262,BREAD WHOLEMEAL UNSLICED,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26201,BREAD WHOLEMEAL UNSLICED,262,BREAD WHOLEMEAL UNSLICED,oz,259262.0,BROWN AND WHOLEMEAL BREAD
26201,BREAD WHOLEMEAL UNSLICED,262,BREAD WHOLEMEAL UNSLICED,oz,261262.0,"BROWN AND WHOLEMEAL BREAD, UNSLICED"
26301,BREAD  OTHER,263,TOTAL OTHER BREAD,oz,251263.0,ALL BREAD
26301,BREAD  OTHER,263,TOTAL OTHER BREAD,oz,251301.0,ALL CEREALS
26301,BREAD  OTHER,263,TOTAL OTHER BREAD,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26302,ROLLS  (EXCL STARCH-REDUCED),263,TOTAL OTHER BREAD,oz,251263.0,ALL BREAD
26302,ROLLS  (EXCL STARCH-REDUCED),263,TOTAL OTHER BREAD,oz,251301.0,ALL CEREALS
26302,ROLLS  (EXCL STARCH-REDUCED),263,TOTAL OTHER BREAD,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26303,MALT BREAD AND FRUIT BREAD,263,TOTAL OTHER BREAD,oz,251263.0,ALL BREAD
26303,MALT BREAD AND FRUIT BREAD,263,TOTAL OTHER BREAD,oz,251301.0,ALL CEREALS
26303,MALT BREAD AND FRUIT BREAD,263,TOTAL OTHER BREAD,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26304,VIENNA BREAD AND FRENCH BREAD,263,TOTAL OTHER BREAD,oz,251263.0,ALL BREAD
26304,VIENNA BREAD AND FRENCH BREAD,263,TOTAL OTHER BREAD,oz,251301.0,ALL CEREALS
26304,VIENNA BREAD AND FRENCH BREAD,263,TOTAL OTHER BREAD,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26305,STARCH REDUCED BREAD AND ROLLS,263,TOTAL OTHER BREAD,oz,251263.0,ALL BREAD
26305,STARCH REDUCED BREAD AND ROLLS,263,TOTAL OTHER BREAD,oz,251301.0,ALL CEREALS
26305,STARCH REDUCED BREAD AND ROLLS,263,TOTAL OTHER BREAD,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26306,OTHER BREAD,263,TOTAL OTHER BREAD,oz,251263.0,ALL BREAD
26306,OTHER BREAD,263,TOTAL OTHER BREAD,oz,251301.0,ALL CEREALS
26306,OTHER BREAD,263,TOTAL OTHER BREAD,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26307,SANDWICHES,263,TOTAL OTHER BREAD,oz,251263.0,ALL BREAD
26307,SANDWICHES,263,TOTAL OTHER BREAD,oz,251301.0,ALL CEREALS
26307,SANDWICHES,263,TOTAL OTHER BREAD,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26308,OTHER BREAD,263,TOTAL OTHER BREAD,oz,251263.0,ALL BREAD
26308,OTHER BREAD,263,TOTAL OTHER BREAD,oz,251301.0,ALL CEREALS
26308,OTHER BREAD,263,TOTAL OTHER BREAD,oz,255263.0,BREAD OTHER THAN WHITE STANDARD LOAVES
26401,FLOUR,264,FLOUR,oz,251301.0,ALL CEREALS
26401,FLOUR,264,FLOUR,oz,264264.0,FLOUR
26401,FLOUR,264,FLOUR,oz,264301.0,CEREALS OTHER THAN BREAD
26701,BUNS  SCONES  &  TEACAKES,267,BUNS SCONES AND TEACAKES,oz,251301.0,ALL CEREALS
26701,BUNS  SCONES  &  TEACAKES,267,BUNS SCONES AND TEACAKES,oz,264301.0,CEREALS OTHER THAN BREAD
26701,BUNS  SCONES  &  TEACAKES,267,BUNS SCONES AND TEACAKES,oz,267270.0,"CAKES, BUNS AND PASTRIES"
26701,BUNS  SCONES  &  TEACAKES,267,BUNS SCONES AND TEACAKES,oz,267277.0,"BISCUITS, CAKES, BUNS, CRISPBREADS"
27001,CAKES  &  PASTRIES,270,CAKES AND PASTRIES,oz,251301.0,ALL CEREALS
27001,CAKES  &  PASTRIES,270,CAKES AND PASTRIES,oz,264301.0,CEREALS OTHER THAN BREAD
27001,CAKES  &  PASTRIES,270,CAKES AND PASTRIES,oz,267270.0,"CAKES, BUNS AND PASTRIES"
27001,CAKES  &  PASTRIES,270,CAKES AND PASTRIES,oz,267277.0,"BISCUITS, CAKES, BUNS, CRISPBREADS"
27101,CRISPBREAD,271,CRISPBREAD,oz,251301.0,ALL CEREALS
27101,CRISPBREAD,271,CRISPBREAD,oz,264301.0,CEREALS OTHER THAN BREAD
27101,CRISPBREAD,271,CRISPBREAD,oz,267277.0,"BISCUITS, CAKES, BUNS, CRISPBREADS"
27101,CRISPBREAD,271,CRISPBREAD,oz,271277.0,BISCUITS AND CRISPBREADS
27401,BISCUITS OTHER THAN CHOCOLATE,274,BISCUITS OTHER THAN CHOCOLATE,oz,251301.0,ALL CEREALS
27401,BISCUITS OTHER THAN CHOCOLATE,274,BISCUITS OTHER THAN CHOCOLATE,oz,264301.0,CEREALS OTHER THAN BREAD
27401,BISCUITS OTHER THAN CHOCOLATE,274,BISCUITS OTHER THAN CHOCOLATE,oz,267277.0,"BISCUITS, CAKES, BUNS, CRISPBREADS"
27401,BISCUITS OTHER THAN CHOCOLATE,274,BISCUITS OTHER THAN CHOCOLATE,oz,271277.0,BISCUITS AND CRISPBREADS
27402,SWEET BISCUITS OTHER THAN CHOCOLATE,274,BISCUITS OTHER THAN CHOCOLATE,oz,251301.0,ALL CEREALS
27402,SWEET BISCUITS OTHER THAN CHOCOLATE,274,BISCUITS OTHER THAN CHOCOLATE,oz,264301.0,CEREALS OTHER THAN BREAD
27402,SWEET BISCUITS OTHER THAN CHOCOLATE,274,BISCUITS OTHER THAN CHOCOLATE,oz,267277.0,"BISCUITS, CAKES, BUNS, CRISPBREADS"
27402,SWEET BISCUITS OTHER THAN CHOCOLATE,274,BISCUITS OTHER THAN CHOCOLATE,oz,271277.0,BISCUITS AND CRISPBREADS
27403,UNSWEETENED BISCUITS,274,BISCUITS OTHER THAN CHOCOLATE,oz,251301.0,ALL CEREALS
27403,UNSWEETENED BISCUITS,274,BISCUITS OTHER THAN CHOCOLATE,oz,264301.0,CEREALS OTHER THAN BREAD
27403,UNSWEETENED BISCUITS,274,BISCUITS OTHER THAN CHOCOLATE,oz,267277.0,"BISCUITS, CAKES, BUNS, CRISPBREADS"
27403,UNSWEETENED BISCUITS,274,BISCUITS OTHER THAN CHOCOLATE,oz,271277.0,BISCUITS AND CRISPBREADS
27701,"BISCUITS, CHOCOLATE",277,BISCUITS CHOCOLATE,oz,251301.0,ALL CEREALS
27701,"BISCUITS, CHOCOLATE",277,BISCUITS CHOCOLATE,oz,264301.0,CEREALS OTHER THAN BREAD
27701,"BISCUITS, CHOCOLATE",277,BISCUITS CHOCOLATE,oz,267277.0,"BISCUITS, CAKES, BUNS, CRISPBREADS"
27701,"BISCUITS, CHOCOLATE",277,BISCUITS CHOCOLATE,oz,271277.0,BISCUITS AND CRISPBREADS
28101,OATMEAL  &  OAT  PRODUCTS,281,OATMEAL AND OAT PRODUCTS,oz,251301.0,ALL CEREALS
28101,OATMEAL  &  OAT  PRODUCTS,281,OATMEAL AND OAT PRODUCTS,oz,264301.0,CEREALS OTHER THAN BREAD
28101,OATMEAL  &  OAT  PRODUCTS,281,OATMEAL AND OAT PRODUCTS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28201,BREAKFAST  CEREALS,282,BREAKFAST CEREALS,oz,251301.0,ALL CEREALS
28201,BREAKFAST  CEREALS,282,BREAKFAST CEREALS,oz,264301.0,CEREALS OTHER THAN BREAD
28201,BREAKFAST  CEREALS,282,BREAKFAST CEREALS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28202,MUESLI,282,BREAKFAST CEREALS,oz,251301.0,ALL CEREALS
28202,MUESLI,282,BREAKFAST CEREALS,oz,264301.0,CEREALS OTHER THAN BREAD
28202,MUESLI,282,BREAKFAST CEREALS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28203,OTHER HIGH FIBRE BREAKFAST CEREALS,282,BREAKFAST CEREALS,oz,251301.0,ALL CEREALS
28203,OTHER HIGH FIBRE BREAKFAST CEREALS,282,BREAKFAST CEREALS,oz,264301.0,CEREALS OTHER THAN BREAD
28203,OTHER HIGH FIBRE BREAKFAST CEREALS,282,BREAKFAST CEREALS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28204,SWEETENED BREAKFAST CEREALS,282,BREAKFAST CEREALS,oz,251301.0,ALL CEREALS
28204,SWEETENED BREAKFAST CEREALS,282,BREAKFAST CEREALS,oz,264301.0,CEREALS OTHER THAN BREAD
28204,SWEETENED BREAKFAST CEREALS,282,BREAKFAST CEREALS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28205,OTHER BREAKFAST CEREALS,282,BREAKFAST CEREALS,oz,251301.0,ALL CEREALS
28205,OTHER BREAKFAST CEREALS,282,BREAKFAST CEREALS,oz,264301.0,CEREALS OTHER THAN BREAD
28205,OTHER BREAKFAST CEREALS,282,BREAKFAST CEREALS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28501,CANNED  MILK  PUDDINGS,285,CANNED MILK PUDDINGS,oz,251301.0,ALL CEREALS
28501,CANNED  MILK  PUDDINGS,285,CANNED MILK PUDDINGS,oz,264301.0,CEREALS OTHER THAN BREAD
28501,CANNED  MILK  PUDDINGS,285,CANNED MILK PUDDINGS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28501,CANNED  MILK  PUDDINGS,285,CANNED MILK PUDDINGS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
28601,OTHER  PUDDINGS,286,OTHER PUDDINGS,oz,251301.0,ALL CEREALS
28601,OTHER  PUDDINGS,286,OTHER PUDDINGS,oz,264301.0,CEREALS OTHER THAN BREAD
28601,OTHER  PUDDINGS,286,OTHER PUDDINGS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28601,OTHER  PUDDINGS,286,OTHER PUDDINGS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
28701,RICE,287,RICE,oz,251301.0,ALL CEREALS
28701,RICE,287,RICE,oz,264301.0,CEREALS OTHER THAN BREAD
28701,RICE,287,RICE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28701,RICE,287,RICE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
28702,DRIED RICE,287,RICE,oz,251301.0,ALL CEREALS
28702,DRIED RICE,287,RICE,oz,264301.0,CEREALS OTHER THAN BREAD
28702,DRIED RICE,287,RICE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28702,DRIED RICE,287,RICE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
28703,COOKED RICE,287,RICE,oz,251301.0,ALL CEREALS
28703,COOKED RICE,287,RICE,oz,264301.0,CEREALS OTHER THAN BREAD
28703,COOKED RICE,287,RICE,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
28703,COOKED RICE,287,RICE,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29001,CEREAL-BASED INVALID-INCL SLIMMING-FOODS,290,CEREAL-BASED INVALID-INCL SLIMMING-FOODS,oz,251301.0,ALL CEREALS
29001,CEREAL-BASED INVALID-INCL SLIMMING-FOODS,290,CEREAL-BASED INVALID-INCL SLIMMING-FOODS,oz,264301.0,CEREALS OTHER THAN BREAD
29001,CEREAL-BASED INVALID-INCL SLIMMING-FOODS,290,CEREAL-BASED INVALID-INCL SLIMMING-FOODS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29001,CEREAL-BASED INVALID-INCL SLIMMING-FOODS,290,CEREAL-BASED INVALID-INCL SLIMMING-FOODS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29101,INFANT FOODS,291,INFANT FOODS,oz,251301.0,ALL CEREALS
29101,INFANT FOODS,291,INFANT FOODS,oz,264301.0,CEREALS OTHER THAN BREAD
29101,INFANT FOODS,291,INFANT FOODS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29101,INFANT FOODS,291,INFANT FOODS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29401,FROZEN CONV CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,251301.0,ALL CEREALS
29401,FROZEN CONV CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,264301.0,CEREALS OTHER THAN BREAD
29401,FROZEN CONV CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29401,FROZEN CONV CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29402,FROZEN CAKES AND PASTRIES,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,251301.0,ALL CEREALS
29402,FROZEN CAKES AND PASTRIES,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,264301.0,CEREALS OTHER THAN BREAD
29402,FROZEN CAKES AND PASTRIES,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,281301.0,"CEREALS, EXCL. BREAD,BUNS,CAKES,BISCUITS"
29402,FROZEN CAKES AND PASTRIES,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,285301.0,"CEREAL FOODS, NOT BCEREAL,OATML&OAT PROD"
29403,OTHER FROZEN CONVENIENCE CEREAL FOODS,294,TOTAL FROZEN CONVENIENCE CEREAL FOODS,oz,251301.0,ALL CEREALS
